# site 	 DENSITY
628       	0.045     	0.049     
629       	0.045     	0.043     
630       	0.047     	0.064     
631       	0.049     	0.070     
632       	0.050     	0.061     
633       	0.035     	0.081     
634       	0.053     	0.081     
635       	0.055     	0.059     
636       	0.060     	0.053     
637       	0.041     	0.058     
638       	0.044     	0.082     
639       	0.047     	0.066     
640       	0.038     	0.079     
641       	0.035     	0.068     
642       	0.039     	0.055     
643       	0.047     	0.052     
644       	0.057     	0.056     
645       	0.040     	0.056     
646       	0.047     	0.051     
647       	0.045     	0.047     
648       	0.025     	0.045     
649       	0.047     	0.043     
650       	0.035     	0.055     
651       	0.044     	0.057     
652       	0.032     	0.048     
653       	0.051     	0.050     
654       	0.041     	0.065     
655       	0.032     	0.048     
656       	0.036     	0.055     
657       	0.041     	0.053     
658       	0.031     	0.057     
659       	0.043     	0.039     
660       	0.043     	0.050     
661       	0.047     	0.048     
662       	0.037     	0.044     
663       	0.035     	0.055     
664       	0.049     	0.057     
665       	0.042     	0.029     
666       	0.037     	0.055     
667       	0.030     	0.053     
668       	0.028     	0.051     
669       	0.045     	0.055     
670       	0.041     	0.043     
671       	0.029     	0.036     
672       	0.050     	0.054     
673       	0.037     	0.027     
674       	0.036     	0.033     
675       	0.042     	0.045     
676       	0.046     	0.035     
677       	0.042     	0.038     
678       	0.059     	0.034     
679       	0.044     	0.039     
680       	0.041     	0.041     
681       	0.051     	0.036     
682       	0.061     	0.032     
683       	0.037     	0.042     
684       	0.035     	0.033     
685       	0.034     	0.031     
686       	0.035     	0.033     
687       	0.041     	0.042     
688       	0.055     	0.027     
689       	0.051     	0.040     
690       	0.041     	0.033     
691       	0.036     	0.042     
692       	0.024     	0.027     
693       	0.038     	0.040     
694       	0.034     	0.036     
695       	0.031     	0.035     
696       	0.036     	0.024     
697       	0.048     	0.038     
698       	0.042     	0.028     
699       	0.037     	0.031     
700       	0.043     	0.035     
701       	0.041     	0.043     
702       	0.033     	0.044     
703       	0.031     	0.049     
704       	0.036     	0.042     
705       	0.028     	0.031     
706       	0.021     	0.037     
707       	0.037     	0.033     
708       	0.037     	0.034     
709       	0.033     	0.041     
710       	0.029     	0.051     
711       	0.033     	0.034     
712       	0.035     	0.047     
713       	0.032     	0.033     
714       	0.029     	0.037     
715       	0.019     	0.037     
716       	0.040     	0.021     
717       	0.042     	0.031     
718       	0.018     	0.034     
719       	0.027     	0.051     
720       	0.030     	0.041     
721       	0.029     	0.033     
722       	0.024     	0.025     
723       	0.032     	0.043     
724       	0.025     	0.033     
725       	0.019     	0.031     
726       	0.027     	0.021     
727       	0.041     	0.038     
728       	0.037     	0.027     
729       	0.027     	0.037     
730       	0.039     	0.026     
731       	0.019     	0.031     
732       	0.020     	0.043     
733       	0.025     	0.042     
734       	0.025     	0.021     
735       	0.023     	0.033     
736       	0.021     	0.038     
737       	0.027     	0.043     
738       	0.025     	0.020     
739       	0.029     	0.051     
740       	0.024     	0.033     
741       	0.020     	0.025     
742       	0.021     	0.022     
743       	0.019     	0.025     
744       	0.023     	0.035     
745       	0.021     	0.021     
746       	0.021     	0.037     
747       	0.017     	0.039     
748       	0.015     	0.030     
749       	0.019     	0.033     
750       	0.025     	0.035     
751       	0.019     	0.021     
752       	0.014     	0.019     
753       	0.020     	0.033     
754       	0.031     	0.021     
755       	0.025     	0.029     
756       	0.019     	0.025     
757       	0.017     	0.031     
758       	0.019     	0.024     
759       	0.007     	0.031     
760       	0.021     	0.027     
761       	0.021     	0.020     
762       	0.018     	0.020     
763       	0.022     	0.031     
764       	0.024     	0.037     
765       	0.014     	0.033     
766       	0.027     	0.029     
767       	0.019     	0.025     
768       	0.021     	0.020     
769       	0.015     	0.025     
770       	0.017     	0.032     
771       	0.015     	0.025     
772       	0.020     	0.022     
773       	0.019     	0.039     
774       	0.013     	0.023     
775       	0.017     	0.039     
776       	0.012     	0.016     
777       	0.021     	0.021     
778       	0.013     	0.017     
779       	0.024     	0.021     
780       	0.011     	0.018     
781       	0.016     	0.015     
782       	0.011     	0.023     
783       	0.009     	0.017     
784       	0.014     	0.014     
785       	0.013     	0.019     
786       	0.020     	0.015     
787       	0.011     	0.022     
788       	0.014     	0.019     
789       	0.025     	0.023     
790       	0.012     	0.019     
791       	0.018     	0.017     
792       	0.021     	0.017     
793       	0.018     	0.019     
794       	0.018     	0.021     
795       	0.017     	0.019     
796       	0.019     	0.039     
797       	0.009     	0.025     
798       	0.023     	0.014     
799       	0.010     	0.020     
800       	0.021     	0.032     
801       	0.014     	0.023     
802       	0.012     	0.018     
803       	0.010     	0.022     
804       	0.017     	0.015     
805       	0.013     	0.021     
806       	0.018     	0.011     
807       	0.014     	0.014     
808       	0.010     	0.019     
809       	0.010     	0.025     
810       	0.013     	0.022     
811       	0.014     	0.015     
812       	0.017     	0.017     
813       	0.011     	0.024     
814       	0.016     	0.019     
815       	0.011     	0.022     
816       	0.021     	0.029     
817       	0.017     	0.025     
818       	0.011     	0.013     
819       	0.021     	0.011     
820       	0.015     	0.018     
821       	0.011     	0.023     
822       	0.016     	0.015     
823       	0.011     	0.019     
824       	0.022     	0.025     
825       	0.019     	0.020     
826       	0.015     	0.024     
827       	0.023     	0.021     
828       	0.009     	0.020     
829       	0.009     	0.016     
830       	0.013     	0.016     
831       	0.013     	0.014     
832       	0.005     	0.007     
833       	0.007     	0.014     
834       	0.017     	0.017     
835       	0.011     	0.026     
836       	0.015     	0.017     
837       	0.009     	0.016     
838       	0.011     	0.018     
839       	0.007     	0.018     
840       	0.010     	0.018     
841       	0.013     	0.017     
842       	0.007     	0.023     
843       	0.014     	0.020     
844       	0.007     	0.014     
845       	0.013     	0.013     
846       	0.021     	0.015     
847       	0.015     	0.019     
848       	0.009     	0.026     
849       	0.011     	0.013     
850       	0.009     	0.027     
851       	0.007     	0.011     
852       	0.007     	0.007     
853       	0.012     	0.007     
854       	0.005     	0.016     
855       	0.016     	0.015     
856       	0.010     	0.016     
857       	0.007     	0.009     
858       	0.011     	0.007     
859       	0.008     	0.009     
860       	0.007     	0.007     
861       	0.010     	0.010     
862       	0.007     	0.011     
863       	0.005     	0.012     
864       	0.010     	0.008     
865       	0.005     	0.011     
866       	0.008     	0.010     
867       	0.007     	0.017     
868       	0.007     	0.008     
869       	0.013     	0.017     
870       	0.022     	0.007     
871       	0.007     	0.004     
872       	0.013     	0.011     
873       	0.007     	0.008     
874       	0.005     	0.013     
875       	0.009     	0.014     
876       	0.003     	0.011     
877       	0.009     	0.007     
878       	0.004     	0.015     
879       	0.007     	0.010     
880       	0.005     	0.009     
881       	0.003     	0.005     
882       	0.006     	0.005     
883       	0.005     	0.010     
884       	0.009     	0.005     
885       	0.003     	0.007     
886       	0.002     	0.005     
887       	0.005     	0.005     
888       	0.007     	0.005     
889       	0.002     	0.007     
890       	0.009     	0.009     
891       	0.004     	0.011     
892       	0.009     	0.014     
893       	0.005     	0.005     
894       	0.002     	0.013     
895       	0.003     	0.005     
896       	0.003     	0.009     
897       	0.006     	0.010     
898       	0.007     	0.006     
899       	0.009     	0.011     
900       	0.006     	0.005     
901       	0.004     	0.005     
902       	0.010     	0.007     
903       	0.011     	0.007     
904       	0.007     	0.004     
905       	0.001     	0.010     
906       	0.005     	0.005     
907       	0.001     	0.006     
908       	0.008     	0.005     
909       	0.005     	0.009     
910       	0.006     	0.009     
911       	0.001     	0.008     
912       	0.005     	0.007     
913       	0.003     	0.012     
914       	0.002     	0.011     
915       	0.003     	0.011     
916       	0.004     	0.010     
917       	0.003     	0.005     
918       	0.006     	0.009     
919       	0.002     	0.008     
920       	0.003     	0.005     
921       	0.003     	0.005     
922       	0.003     	0.011     
923       	0.002     	0.011     
924       	0.003     	0.009     
925       	0.003     	0.007     
926       	0.002     	0.005     
927       	0.000     	0.010     
928       	0.005     	0.005     
929       	0.007     	0.005     
930       	0.002     	0.006     
931       	0.005     	0.005     
932       	0.003     	0.007     
933       	0.007     	0.007     
934       	0.003     	0.006     
935       	0.004     	0.005     
936       	0.005     	0.011     
937       	0.001     	0.005     
938       	0.004     	0.013     
939       	0.003     	0.005     
940       	0.003     	0.003     
941       	0.007     	0.003     
942       	0.003     	0.007     
943       	0.003     	0.003     
944       	0.003     	0.010     
945       	0.007     	0.003     
946       	0.002     	0.003     
947       	0.005     	0.006     
948       	0.002     	0.003     
949       	0.007     	0.004     
950       	0.004     	0.007     
951       	0.001     	0.001     
952       	0.004     	0.001     
953       	0.007     	0.001     
954       	0.003     	0.001     
955       	0.002     	0.003     
956       	0.002     	0.003     
957       	0.007     	0.003     
958       	0.001     	0.006     
959       	0.002     	0.001     
960       	0.002     	0.003     
961       	0.002     	0.002     
962       	0.002     	0.001     
963       	0.005     	0.005     
964       	0.001     	0.001     
965       	0.001     	0.003     
966       	0.003     	0.001     
967       	0.008     	0.001     
968       	0.002     	0.002     
969       	0.002     	0.003     
970       	0.005     	0.001     
971       	0.001     	0.000     
972       	0.004     	0.006     
973       	0.002     	0.005     
974       	0.001     	0.002     
975       	0.002     	0.002     
976       	0.005     	0.003     
977       	0.001     	0.001     
978       	0.002     	0.006     
979       	0.003     	0.005     
980       	0.000     	0.005     
981       	0.004     	0.003     
982       	0.003     	0.001     
983       	0.002     	0.002     
984       	0.007     	0.001     
985       	0.005     	0.002     
986       	0.001     	0.002     
987       	0.001     	0.005     
988       	0.003     	0.002     
989       	0.001     	0.004     
990       	0.005     	0.001     
991       	0.000     	0.001     
992       	0.001     	0.002     
993       	0.003     	0.003     
994       	0.000     	0.001     
995       	0.003     	0.001     
996       	0.003     	0.007     
997       	0.011     	0.001     
998       	0.001     	0.004     
999       	0.001     	0.000     
